,noms
5192,6
5193,6
5194,11
5195,11
5196,8
5197,1
5198,11
5201,3
5202,1
5205,2
5206,6
5207,3
5208,3
5209,3
5212,5
5214,1
5220,8
5222,1
5224,2
5231,1
5232,1
5233,1
5234,1
5235,1
5236,1
5237,1
5238,1
5239,1
5240,1
5244,1
5246,1
5247,1
5248,1
5249,1
5250,1
5254,1
5257,2
5258,1
5259,1
5263,1
5265,3
5269,1
5270,1
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,1
5278,1
5281,5
5283,2
5285,11
5288,2
5289,1
5298,4
5299,9
5300,6
5301,1
5302,1
5303,4
5304,9
5305,2
5307,4
5308,1
5309,2
5311,1
5312,1
5313,5
5314,4
5315,1
5317,1
5318,7
5319,5
5320,4
5325,5
5329,1
5331,1
5333,2
5334,7
5338,1
5339,1
5340,1
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,1
5349,4
5352,1
5353,1
5354,1
5355,1
5356,1
5357,2
5358,1
5359,2
5362,2
5367,5
5368,1
5369,1
5370,1
5373,4
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,1
5384,1
5391,1
5392,6
5393,1
5400,5
5405,4
5406,10
5407,4
5408,10
5409,10
5412,1
5413,8
5415,3
5418,2
5419,2
5420,8
5422,3
5426,2
5427,1
5428,3
5429,1
5430,6
5431,3
5434,4
5435,6
5436,2
5438,1
5439,2
5443,10
5445,1
5446,1
5447,1
5448,1
5449,1
5450,1
5451,1
5452,1
5453,1
5454,1
5459,1
5460,1
5462,1
5463,1
5465,1
5466,2
5467,1
5471,1
5473,1
5474,2
5475,1
5476,4
5483,1
5484,1
5485,1
5486,1
5487,1
5488,1
5489,1
5490,1
5494,1
5498,2
5502,1
5506,3
5507,3
5509,5
5510,3
5511,5
5512,2
5513,1
5514,11
5516,10
5517,11
5518,11
5521,5
5523,5
5526,9
5528,2
5529,2
5531,3
5532,10
5534,9
5535,1
5541,2
5542,1
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,1
5556,1
5557,1
5558,1
5561,1
5564,1
5565,1
5566,1
5568,2
5571,1
5574,2
5575,2
5576,2
5580,1
5581,1
5587,1
5588,1
5589,1
5590,1
5591,1
5592,1
5593,1
5594,1
5595,1
5597,1
5598,1
5604,1
5606,1
5610,1
5618,9
5619,3
5620,9
5621,3
5622,8
5623,8
5624,1
5625,6
5626,9
5628,2
5629,4
5630,3
5632,5
5635,3
5638,1
5639,3
5640,9
5642,4
5643,4
5648,1
5649,4
5650,1
5651,1
5658,1
5659,1
5660,1
5661,1
5662,1
5663,1
5664,1
5665,1
5666,1
5667,1
5672,4
5673,1
5674,1
5675,1
5676,1
5677,1
5678,3
5679,1
5684,6
5686,1
5687,1
5689,1
5690,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,1
5702,1
5706,1
5708,1
5718,4
5724,9
5725,4
5726,2
5727,9
5728,2
5729,2
5730,8
5731,4
5732,9
5733,3
5734,2
5735,4
5737,1
5740,5
5742,2
5744,2
5745,9
5748,3
5750,8
5751,2
5753,3
5754,1
5756,1
5757,1
5758,3
5764,1
5765,1
5766,1
5767,1
5768,1
5769,1
5770,1
5771,1
5772,1
5773,1
5779,1
5780,1
5781,1
5782,1
5783,1
5784,1
5785,1
5786,2
5788,2
5791,2
5792,1
5796,1
5801,4
5802,1
5803,1
5804,1
5805,1
5806,1
5807,1
5808,1
5809,1
5811,1
5812,1
5815,2
5817,1
5823,2
5827,5
5830,3
5835,8
5836,2
5837,8
5838,1
5839,3
5840,6
5841,6
5843,8
5844,3
5845,2
5846,3
5848,1
5849,7
5853,1
5854,3
5855,7
5857,4
5858,2
5859,6
5860,1
5862,1
5866,1
5867,1
5869,1
5874,6
5875,1
5876,1
5877,1
5878,1
5879,1
5880,1
5881,1
5882,1
5883,1
5884,1
5886,2
5888,6
5890,1
5892,1
5893,1
5894,1
5895,2
5898,6
5901,1
5902,1
5910,1
5911,1
5912,1
5913,1
5914,1
5915,1
5918,4
5921,1
5926,1
5929,1
5933,12
5934,10
5935,5
5936,4
5937,3
5938,3
5939,4
5940,7
5942,8
5947,5
5949,10
5952,12
5954,1
5956,9
5958,1
5961,9
5963,7
5965,3
5973,1
5974,1
5975,1
5976,1
5977,1
5978,1
5979,1
5980,1
5981,1
5982,1
5988,1
5989,1
5990,1
5991,1
5992,1
5993,1
5994,1
5996,2
6001,1
6002,1
6003,1
6010,1
6011,1
6012,1
6013,1
6014,1
6015,1
6017,1
6026,1
6037,10
6038,11
6039,4
6040,5
6041,1
6042,1
6043,6
6044,2
6046,7
6048,2
6050,5
6051,6
6054,10
6057,2
6058,2
6060,2
6062,6
6063,9
6065,5
6070,2
6077,1
6078,1
6079,1
6080,1
6081,1
6082,1
6083,1
6084,1
6085,1
6086,1
6092,1
6093,1
6094,1
6095,1
6096,1
6097,11
6098,1
6099,9
6102,3
6105,1
6106,7
6107,1
6108,1
6109,1
6117,1
6118,1
6119,1
6120,1
6121,1
6122,1
6123,1
6124,1
6137,4
6141,1
6148,3
6149,2
6150,5
6151,5
6153,1
6154,11
6155,11
6156,8
6157,4
6158,1
6160,5
6164,3
6165,1
6166,5
6168,6
6169,5
6174,4
6176,3
6177,2
6180,1
6181,1
6184,6
6186,5
6188,1
6189,1
6190,1
6191,1
6192,1
6193,1
6194,1
6195,1
6196,1
6197,1
6198,1
6200,8
6203,1
6204,1
6206,1
6207,1
6212,1
6213,1
6214,1
6215,5
6216,4
6226,1
6227,1
6228,1
6229,1
6230,1
6231,1
6232,1
6239,1
6249,5
6252,11
6253,1
6254,2
6255,11
6256,7
6257,3
6258,7
6259,1
6260,7
6261,3
6262,11
6263,7
6264,1
6265,2
6266,5
6267,11
6268,4
6270,1
6271,1
6273,2
6276,5
6288,2
6292,1
6293,1
6294,1
6295,1
6296,1
6297,1
6298,1
6299,1
6300,1
6301,1
6306,1
6307,1
6308,1
6309,1
6310,1
6311,1
6315,2
6320,1
6321,1
6322,1
6323,1
6324,2
6325,2
6326,1
6333,1
6334,1
6335,1
6336,1
6337,1
6338,1
6340,1
6345,2
6352,1
6354,1
6356,1
6357,5
6361,8
6362,2
6363,4
6364,8
6365,3
6366,2
6367,11
6369,1
6371,3
6372,11
6373,1
6374,2
6377,8
6378,1
6381,2
6383,11
6384,4
6392,1
6395,4
6396,4
6401,1
6402,1
6403,1
6404,1
6405,1
6406,1
6407,1
6408,1
6409,1
6410,1
6411,3
6415,8
6416,1
6417,1
6418,2
6419,1
6420,1
6422,1
6423,1
6427,2
6430,4
6431,2
6432,2
6439,1
6440,1
6441,1
6442,1
6443,1
6444,1
6447,2
6450,4
6452,1
6454,1
6455,1
6460,2
6463,2
6464,1
6469,2
6470,1
6471,5
6472,4
6473,2
6474,8
6475,7
6477,8
6478,2
6479,1
6480,5
6481,3
6482,3
6483,7
6486,4
6491,7
6492,7
6493,8
6494,7
6498,4
6500,1
6502,1
6504,1
6507,8
6509,1
6510,1
6511,1
6512,1
6513,1
6514,1
6515,1
6516,1
6517,1
6518,1
6523,4
6524,1
6525,1
6526,1
6527,1
6528,1
6529,1
6530,1
6531,1
6535,2
6537,1
6538,1
6539,2
6540,1
6541,4
6547,1
6548,1
6549,1
6550,1
6551,1
6552,1
6554,1
6558,7
6563,1
6568,1
6569,1
6571,1
6576,1
6577,7
6578,1
6579,2
6580,1
6582,4
6583,1
6584,6
6585,3
6586,6
6587,6
6589,1
6591,1
6594,1
6595,1
6596,6
6597,5
6598,9
6599,2
6600,4
6605,1
6606,2
6609,1
6615,2
6616,1
6617,1
6618,1
6619,1
6620,1
6621,1
6622,1
6623,1
6624,1
6625,1
6630,3
6631,2
6632,1
6633,1
6634,1
6635,1
6636,1
6637,1
6642,2
6644,1
6645,1
6646,1
6647,1
6653,1
6654,1
6655,1
6656,1
6657,1
6658,1
6661,1
6664,1
6665,1
6668,1
6676,3
6678,7
6679,2
6680,8
6681,1
6682,2
6683,2
6684,3
6685,3
6686,2
6687,1
6688,7
6689,1
6690,6
6691,1
6692,5
6694,4
6698,1
6699,7
6700,8
6702,6
6703,7
6705,1
6706,2
6708,2
6710,1
6711,1
6713,3
6714,1
6718,1
6719,1
6720,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6728,4
6732,6
6733,1
6734,1
6735,2
6736,1
6737,1
6738,1
6740,1
6741,4
6744,1
6746,1
6747,6
6748,1
6754,1
6755,1
6756,1
6757,1
6758,1
6759,1
6760,1
6767,2
6777,1
6784,3
6785,8
6786,5
6787,9
6788,4
6789,2
6791,1
6792,3
6793,5
6794,2
6795,2
6796,1
6797,4
6798,9
6800,3
6802,1
6803,2
6804,4
6805,4
6806,1
6808,5
6810,1
6816,1
6817,3
6818,1
6819,8
6823,5
6824,1
6825,1
6826,1
6827,1
6828,1
6829,1
6830,1
6831,1
6832,1
6838,1
6839,1
6840,1
6841,1
6843,1
6847,3
6848,3
6849,3
6850,1
6853,3
6860,1
6861,1
6862,1
6863,1
6864,1
6865,1
6867,2
6872,3
6873,1
6874,4
6876,1
6883,4
6885,1
6886,1
6889,12
6890,3
6891,5
6892,1
6893,3
6894,1
6895,7
6897,7
6898,6
6899,1
6900,4
6901,1
6902,2
6903,1
6905,6
6906,5
6907,1
6911,7
6913,2
6914,4
6915,12
6918,1
6920,5
6928,3
6929,1
6930,1
6931,1
6932,1
6933,1
6934,1
6935,1
6936,1
6937,1
6938,1
6940,5
6943,3
6945,1
6946,1
6947,1
6948,1
6951,1
6955,1
6956,2
6957,1
6967,1
6968,1
6969,1
6970,1
6971,1
6972,1
6973,1
6974,1
6976,1
6979,3
6980,1
6981,3
6988,1
6991,1
6992,1
6993,3
6997,10
6998,2
6999,7
7000,7
7001,5
7002,8
7005,3
7006,1
7007,6
7008,2
7010,1
7015,5
7016,2
7018,10
7020,5
7023,8
7025,6
7027,1
7031,1
7032,2
7037,1
7038,1
7039,1
7040,1
7041,1
7042,1
7043,1
7044,1
7045,1
7046,1
7047,1
7049,7
7052,1
7053,1
7054,1
7055,1
7056,1
7058,2
7059,6
7060,6
7066,6
7069,1
7075,1
7076,1
7077,1
7078,1
7079,1
7080,1
7081,3
7092,1
7100,1
7101,6
7104,3
7105,9
7106,4
7107,6
7108,2
7110,9
7111,4
7112,1
7113,1
7114,2
7115,2
7116,1
7117,2
7118,9
7119,2
7120,3
7121,9
7122,1
7123,1
7124,4
7127,2
7129,2
7131,1
7132,3
7134,4
7141,3
7142,4
7144,1
7145,1
7146,1
7147,1
7148,1
7149,1
7150,1
7151,1
7152,1
7153,1
7154,2
7159,1
7160,1
7161,2
7162,1
7163,1
7164,2
7167,5
7171,3
7172,1
7173,5
7174,2
7182,1
7183,1
7184,1
7185,1
7186,1
7187,1
7188,1
7189,1
7190,1
7191,1
7194,1
7195,2
7200,1
7202,1
7208,6
7216,7
7217,2
7218,5
7219,8
7220,12
7221,1
7223,7
7224,3
7227,1
7228,8
7230,2
7231,2
7233,1
7234,5
7236,1
7238,2
7240,12
7241,2
7242,7
7243,8
7245,1
7246,5
7255,1
7256,1
7257,1
7258,1
7259,1
7260,1
7261,1
7262,1
7263,1
7269,1
7271,1
7272,1
7273,1
7274,1
7275,5
7282,1
7283,1
7286,2
7292,1
7293,1
7294,1
7295,1
7296,1
7297,1
7298,1
7299,1
7300,1
7301,1
7302,3
7304,1
7305,3
7312,1
7318,1
7325,7
7326,13
7327,4
7328,2
7329,7
7331,2
7332,7
7333,4
7334,13
7335,1
7336,1
7337,2
7338,3
7339,1
7344,7
7347,2
7348,3
7349,4
7351,3
7352,3
7354,1
7355,1
7358,1
7359,1
7365,1
7366,1
7367,1
7368,1
7369,1
7370,1
7371,1
7372,1
7373,1
7374,1
7376,1
7379,3
7380,1
7381,1
7382,1
7383,1
7384,1
7387,1
7390,4
7394,4
7396,1
7397,1
7399,2
7403,1
7404,1
7405,1
7406,1
7407,1
7408,1
7409,1
7410,1
7411,1
7412,1
7413,2
7417,3
7422,1
7423,1
7431,1
7432,7
7437,4
7438,1
7439,4
7440,4
7441,5
7442,7
7443,9
7444,2
7445,1
7446,2
7447,4
7448,4
7449,1
7450,1
7451,7
7454,2
7455,1
7459,2
7460,2
7461,2
7462,3
7463,10
7466,1
7467,10
7477,1
7478,1
7479,1
7480,1
7481,1
7482,1
7483,1
7484,1
7485,1
7486,1
7487,9
7490,3
7491,1
7492,1
7493,1
7494,1
7495,1
7496,1
7498,1
7499,1
7503,5
7505,1
7506,2
7507,2
7508,3
7509,1
7512,1
7520,1
7521,1
7522,1
7523,1
7524,1
7525,1
7526,1
7527,1
7528,1
7529,1
7534,1
7539,7
7544,7
7546,2
7553,5
7554,12
7555,2
7556,7
7557,2
7558,5
7559,7
7560,7
7561,1
7562,2
7563,5
7564,1
7565,7
7567,1
7568,2
7569,2
7570,12
7571,2
7573,1
7575,5
7576,4
7577,1
7581,1
7582,2
7583,1
7584,2
7593,1
7594,1
7595,1
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7608,1
7609,1
7610,1
7611,1
7612,1
7614,1
7615,1
7620,1
7621,2
7622,1
7623,1
7624,1
7625,1
7626,1
7627,1
7629,1
7630,5
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7647,2
7648,1
7649,2
7650,1
7651,1
7652,1
7653,1
7654,2
7659,2
7660,1
7663,1
7668,9
7669,1
7670,1
7671,2
7672,7
7673,1
7674,4
7675,7
7676,3
7677,9
7678,4
7679,1
7680,2
7682,14
7683,9
7684,1
7688,1
7689,4
7690,9
7691,3
7692,14
7700,1
7703,4
7706,2
7708,1
7709,1
7710,1
7711,1
7712,1
7713,1
7714,1
7715,1
7716,1
7717,1
7718,2
7723,1
7724,1
7725,1
7726,1
7727,1
7728,3
7736,2
7738,4
7740,1
7741,1
7742,2
7751,1
7752,1
7753,1
7754,1
7755,1
7756,1
7757,1
7758,1
7759,1
7760,1
7763,1
7766,1
7767,1
7769,1
7770,1
7772,1
7779,1
7783,7
7784,11
7785,3
7786,2
7787,1
7788,2
7789,2
7790,3
7791,13
7792,2
7793,7
7794,2
7795,13
7796,1
7797,2
7798,2
7799,1
7804,3
7807,2
7810,11
7812,7
7813,1
7817,1
7818,7
7823,1
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7832,2
7837,1
7838,1
7840,1
7841,7
7849,1
7850,1
7851,1
7852,2
7854,4
7855,1
7856,1
7857,1
7858,2
7864,1
7865,1
7866,1
7867,1
7868,1
7869,1
7870,1
7871,1
7872,1
7873,1
7875,2
7883,1
7884,2
7885,3
7890,1
7897,7
7898,1
7899,2
7900,8
7901,1
7902,7
7903,3
7904,4
7905,5
7906,6
7907,8
7908,1
7909,2
7910,2
7911,2
7913,1
7914,3
7916,2
7917,2
7918,7
7919,3
7921,4
7925,3
7926,1
7930,1
7931,4
7937,1
7938,1
7939,1
7940,1
7941,1
7942,1
7943,1
7944,1
7948,4
7950,1
7951,1
7952,1
7953,1
7954,1
7955,1
7956,1
7957,1
7960,1
7962,1
7964,1
7967,1
7968,1
7974,1
7975,1
7976,1
7977,1
7978,1
7979,1
7980,1
7981,1
7982,1
7983,1
7987,1
7988,3
7989,1
7994,1
7996,1
8007,1
8008,12
8009,2
8010,2
8011,3
8012,2
8013,2
8014,5
8015,5
8016,12
8018,5
8019,1
8020,2
8021,5
8023,2
8024,4
8026,3
8027,10
8028,3
8031,1
8034,2
8035,2
8036,3
8037,10
8040,1
8047,1
8048,1
8049,1
8050,1
8051,1
8052,1
8053,1
8054,1
8055,1
8056,1
8061,3
8062,1
8064,1
8065,1
8066,1
8067,1
8068,3
8075,1
8076,1
8078,1
8079,3
8084,5
8085,1
8086,1
8087,1
8088,1
8089,1
8090,1
8091,1
8092,1
8096,2
8097,2
8098,1
8099,2
8101,1
8108,4
8116,8
8117,1
8118,2
8119,2
8120,5
8121,3
8122,2
8123,1
8124,13
8126,2
8127,3
8128,8
8130,1
8131,8
8132,7
8136,1
8137,4
8138,2
8139,5
8141,3
8143,8
8145,4
8146,13
8147,1
8149,1
8158,1
8159,1
8160,1
8161,1
8162,1
8163,1
8164,1
8165,1
8166,1
8168,4
8170,2
8173,1
8174,1
8175,1
8176,1
8180,2
8185,4
8187,4
8188,1
8189,1
8195,1
8196,1
8197,1
8198,1
8199,1
8200,1
8201,1
8202,1
8203,1
8204,1
8211,4
8216,1
8219,2
8221,7
8223,2
8224,1
8228,7
8229,4
8230,1
8231,10
8232,2
8233,4
8234,9
8235,6
8236,13
8237,2
8238,6
8239,9
8240,1
8241,4
8247,13
8248,1
8249,1
8250,1
8251,1
8252,1
8256,6
8261,7
8262,6
8272,2
8273,1
8274,1
8275,1
8276,1
8277,1
8278,1
8279,1
8280,1
8281,1
8287,1
8288,1
8289,1
8290,1
8291,1
8292,6
8293,1
8300,1
8303,1
8309,1
8310,1
8311,1
8312,1
8313,1
8314,1
8315,1
8316,1
8317,1
8318,1
8323,2
8324,6
8325,1
8329,1
8330,1
8337,1
8338,2
8339,1
8341,5
8342,3
8343,7
8344,4
8345,6
8346,1
8347,2
8348,3
8350,4
8351,1
8352,1
8354,1
8357,1
8358,6
8359,1
8360,7
8361,1
8362,4
8363,2
8364,3
8366,11
8367,10
8368,7
8369,4
8372,10
8384,1
8385,1
8386,1
8387,1
8388,1
8389,1
8390,1
8391,1
8397,2
8398,1
8399,1
8400,1
8401,1
8405,1
8407,4
8412,1
8420,1
8421,1
8422,1
8423,1
8424,1
8425,1
8426,1
8427,1
8428,1
8429,1
8441,1
8446,2
8447,1
8450,4
8452,3
8453,7
8454,11
8455,7
8456,6
8458,5
8459,2
8460,7
8461,2
8462,1
8463,1
8464,3
8466,2
8467,11
8468,1
8472,4
8473,1
8474,2
8477,4
8478,3
8479,2
8481,1
8482,3
8488,6
8489,1
8495,1
8496,1
8497,1
8498,1
8499,1
8500,1
8501,1
8502,1
8503,1
8504,1
8510,1
8511,2
8512,1
8513,2
8514,1
8515,4
8517,2
8518,7
8519,2
8522,1
8524,2
8525,3
8533,1
8534,1
8535,1
8536,1
8537,1
8538,1
8539,1
8540,1
8541,1
8542,1
8545,3
8547,4
8552,1
8553,3
8554,1
8557,2
8558,5
8560,2
8566,5
8567,2
8568,8
8569,5
8570,6
8571,2
8572,6
8573,3
8575,2
8576,2
8577,2
8578,4
8579,2
8580,5
8581,1
8582,5
8584,4
8586,1
8587,1
8588,1
8590,1
8591,4
8592,6
8594,1
8598,1
8599,1
8604,8
8608,5
8609,1
8610,1
8611,1
8612,1
8613,1
8614,1
8615,1
8616,1
8617,1
8619,4
8620,6
8623,1
8624,1
8625,1
8626,1
8627,1
8628,3
8630,1
8633,6
8637,2
8644,1
8645,1
8646,1
8647,1
8648,1
8649,1
8650,1
8651,1
8652,1
8653,1
8654,4
8656,3
8657,3
8672,1
8673,1
8674,2
8676,5
8677,1
8678,1
8679,1
8680,1
8681,4
8682,3
8684,8
8685,5
8686,1
8687,4
8688,6
8689,2
8691,7
8693,4
8694,8
8696,2
8697,1
8698,1
8700,1
8701,6
8702,4
8703,2
8704,1
8705,3
8706,1
8709,1
8712,1
8713,6
8715,5
8716,4
8718,2
8719,1
8720,2
8721,1
8722,1
8723,1
8724,1
8725,1
8726,1
8727,1
8733,1
8734,1
8735,1
8736,6
8737,1
8738,3
8739,1
8741,7
8742,1
8756,1
8757,1
8758,1
8759,1
8760,1
8761,1
8762,1
8763,1
8764,1
8765,1
8768,2
8769,4
8776,4
8777,1
8778,1
8779,1
8791,7
8792,8
8793,3
8794,1
8795,1
8796,2
8797,8
8798,1
8799,2
8801,2
8802,2
8803,3
8804,2
8805,4
8806,1
8807,2
8808,7
8809,1
8810,7
8811,1
8812,5
8813,1
8816,2
8817,3
8818,8
8821,4
8822,8
8824,1
8826,2
8827,3
8834,1
8835,1
8836,1
8837,1
8838,1
8839,1
8840,1
8841,1
8842,1
8843,3
8848,1
8849,1
8850,1
8851,1
8852,1
8854,1
8855,2
8856,7
8857,1
8859,5
8860,2
8861,1
8862,3
8863,1
8871,1
8872,1
8873,1
8874,1
8875,1
8876,1
8877,1
8878,1
8879,1
8880,1
8885,3
8891,2
8899,4
8900,1
8905,1
8906,5
8907,8
8908,13
8909,2
8910,8
8911,1
8912,5
8913,8
8914,3
8915,1
8916,3
8917,2
8919,5
8921,1
8925,1
8926,1
8927,6
8929,13
8930,8
8931,2
8936,5
8937,10
8938,1
8940,2
8948,1
8949,1
8950,1
8951,1
8952,1
8953,1
8954,1
8955,1
8956,1
8962,1
8963,1
8964,1
8965,1
8966,1
8969,1
8971,1
8974,6
8977,10
8983,1
8984,1
8985,1
8986,1
8987,1
8988,1
8989,1
8990,1
8991,1
8992,1
8994,2
8997,2
9012,1
9013,1
9017,3
9018,6
9019,1
9020,2
9021,9
9023,2
9024,2
9025,1
9026,8
9027,2
9029,3
9030,6
9031,1
9032,4
9034,3
9036,6
9037,1
9038,2
9039,3
9040,1
9041,5
9042,9
9043,2
9045,2
9046,3
9048,1
9050,8
9051,2
9052,1
9053,1
9056,3
9057,9
9058,9
9062,1
9063,1
9064,1
9065,1
9066,1
9067,1
9068,1
9069,1
9070,1
9071,1
9073,4
9077,1
9078,1
9079,1
9080,1
9082,1
9083,4
9092,1
9096,2
9102,2
9103,5
9105,1
9106,1
9107,1
9108,1
9109,1
9110,1
9111,1
9112,1
9113,1
9114,1
9118,4
9124,1
9130,1
9142,2
9143,10
9144,8
9145,12
9146,6
9147,7
9148,4
9149,1
9150,4
9151,12
9153,1
9155,5
9156,1
9157,7
9161,1
9162,2
9163,1
9164,5
9165,3
9166,2
9167,8
9170,5
9171,8
9176,1
9178,1
9185,1
9186,1
9187,1
9188,1
9189,1
9190,1
9191,1
9192,1
9193,1
9194,1
9199,8
9201,1
9202,1
9203,1
9204,1
9205,1
9206,1
9207,1
9213,1
9214,1
9224,5
9227,1
9228,1
9229,1
9230,1
9231,1
9232,1
9233,1
9234,1
9235,1
9236,1
9239,1
9241,1
9244,1
9247,3
9249,1
9251,1
9257,1
9266,1
9267,5
9268,10
9269,3
9270,6
9271,2
9273,1
9274,1
9275,2
9276,3
9277,4
9278,5
9279,2
9281,10
9283,2
9285,4
9286,1
9287,1
9288,1
9289,1
9290,1
9292,3
9293,11
9294,4
9295,6
9299,3
9301,1
9303,11
9304,1
9305,1
9311,1
9312,1
9313,1
9314,1
9315,1
9316,1
9317,1
9318,1
9319,1
9320,1
9323,5
9326,1
9327,1
9328,1
9329,1
9330,2
9334,1
9339,1
9340,1
9350,1
9351,1
9352,1
9353,1
9354,1
9355,1
9356,1
9357,1
9358,1
9359,1
9360,1
9363,3
9372,1
9373,1
9375,5
9377,1
9382,1
9383,4
9384,2
9388,8
9389,12
9390,8
9391,3
9392,2
9393,7
9396,12
9397,5
9398,5
9399,8
9400,5
9401,4
9402,1
9405,8
9406,1
9408,1
9409,1
9410,1
9411,1
9412,1
9413,4
9414,5
9415,11
9417,5
9418,4
9421,1
9422,2
9428,1
9429,1
9430,1
9431,1
9432,1
9433,1
9434,1
9435,1
9436,1
9437,1
9438,7
9439,11
9443,5
9444,1
9445,1
9446,1
9447,1
9448,1
9449,3
9456,1
9457,1
9459,5
9475,1
9476,1
9477,1
9478,1
9479,1
9480,1
9481,1
9482,1
9483,1
9484,1
9489,5
9497,1
9498,1
9508,1
9514,10
9515,6
9516,5
9517,9
9518,6
9519,6
9525,3
9526,10
9527,4
9528,2
9529,3
9531,9
9534,1
9535,2
9536,1
9537,2
9538,1
9539,2
9540,10
9541,2
9543,1
9546,2
9547,1
9554,1
9555,1
9556,1
9557,1
9558,1
9559,1
9560,1
9561,1
9562,1
9563,1
9566,6
9569,1
9570,1
9571,1
9572,1
9573,1
9575,1
9576,2
9577,1
9579,5
9581,1
9582,1
9586,1
9601,1
9602,1
9603,1
9604,1
9605,1
9606,1
9607,1
9608,1
9609,1
9610,1
9611,1
9614,3
9615,2
9623,1
9625,1
9626,1
9634,5
9640,5
9641,6
9642,8
9643,9
9644,5
9645,1
9646,6
9649,5
9650,1
9651,5
9652,1
9653,1
9654,2
9655,6
9659,3
9660,1
9661,1
9662,1
9663,1
9664,1
9665,9
9666,9
9667,2
9668,4
9669,3
9670,9
9671,2
9673,1
9680,1
9681,1
9682,1
9683,1
9684,1
9685,1
9686,1
9687,1
9688,1
9689,1
9695,2
9696,1
9697,1
9698,1
9699,1
9702,2
9705,5
9708,1
9709,2
9710,1
9711,1
9712,1
9718,2
9720,5
9726,1
9727,1
9728,1
9729,1
9730,1
9731,1
9732,1
9733,1
9734,1
9735,1
9736,6
9738,1
9746,1
9747,1
9749,5
9750,1
9752,8
9760,1
9765,1
9766,7
9767,12
9768,2
9769,4
9770,5
9771,12
9772,6
9773,6
9774,1
9775,6
9776,4
9777,1
9778,1
9779,3
9780,3
9783,4
9785,1
9786,1
9787,2
9788,1
9789,1
9792,10
9794,3
9796,1
9798,10
9803,4
9805,1
9806,1
9807,1
9808,1
9809,1
9810,1
9811,1
9812,1
9813,1
9814,1
9819,5
9820,1
9821,1
9822,1
9823,1
9824,1
9826,1
9828,6
9830,3
9833,1
9834,1
9835,1
9836,1
9837,1
9845,6
9851,1
9852,1
9853,1
9854,1
9855,1
9856,1
9857,1
9858,1
9859,1
9860,1
9871,2
9876,5
9882,2
9883,2
9885,1
9889,6
9890,6
9891,14
9892,1
9893,4
9894,8
9895,4
9896,6
9897,6
9898,1
9899,1
9900,1
9901,3
9902,14
9903,2
9904,4
9905,8
9907,3
9909,2
9910,2
9911,1
9912,1
9913,1
9914,8
9918,1
9919,1
9920,2
9929,1
9930,1
9931,1
9932,1
9933,1
9934,1
9935,1
9936,1
9937,1
9938,1
9940,6
9944,1
9945,2
9946,1
9947,1
9948,1
9950,1
9951,1
9956,2
9958,1
9960,1
9972,2
9973,1
9976,1
9977,1
9978,1
9979,1
9980,1
9981,1
9982,1
9983,1
9984,1
9985,1
9986,8
9987,2
9990,1
9994,2
9995,1
9997,1
9998,1
10008,1
10010,1
10015,4
10016,6
10017,4
10018,6
10019,1
10020,1
10021,7
10022,13
10023,1
10024,7
10027,3
10028,5
10029,2
10030,4
10031,3
10035,1
10036,1
10037,2
10038,1
10039,1
10040,5
10041,6
10042,8
10045,2
10047,6
10049,2
10054,13
10055,1
10056,1
10057,1
10058,1
10059,1
10060,1
10061,1
10062,1
10063,1
10064,1
10065,3
10066,8
10070,1
10071,1
10072,1
10073,1
10074,1
10077,1
10081,4
10086,1
10087,1
10098,5
10102,1
10103,1
10104,1
10105,1
10106,1
10107,1
10108,1
10109,1
10110,1
10111,1
10123,1
10124,1
10126,1
10127,4
10128,1
10129,1
10130,1
10132,1
10133,4
10142,8
10143,8
10144,1
10145,5
10146,5
10147,5
10148,6
10150,3
10152,10
10153,1
10154,10
10159,3
10160,10
10162,1
10163,2
10164,1
10165,1
10166,1
10167,3
10169,2
10170,10
10172,3
10173,7
10175,4
10176,2
10182,1
10183,1
10184,1
10185,1
10186,2
10187,1
10188,1
10189,1
10190,1
10191,1
10197,1
10201,1
10202,1
10204,8
10207,3
10210,7
10213,8
10217,5
10225,4
10228,1
10229,1
10230,1
10231,1
10232,1
10233,1
10234,1
10235,1
10236,1
10237,1
10241,1
10248,1
10249,1
10250,4
10251,1
10252,1
10254,6
10259,1
10267,2
10268,10
10269,6
10270,11
10271,3
10272,1
10274,10
10276,10
10277,2
10279,6
10280,3
10281,2
10282,1
10283,6
10284,6
10287,1
10288,1
10289,1
10290,1
10291,2
10293,11
10294,1
10295,10
10300,6
10304,10
10306,6
10307,1
10308,1
10309,1
10310,1
10311,2
10312,1
10313,1
10314,1
10315,1
10316,1
10317,4
10321,6
10322,1
10324,1
10327,3
10329,2
10330,1
10336,3
10337,2
10338,1
10339,1
