name,nom,won
Billy Budd,[1963 1963 1963 1963 1963],[]
A Kind Of Loving,[1963 1963 1963 1963],[]
The L-Shaped Room,[1963 1963 1963],[1963]
Only Two Can Play,[1963 1963 1963 1963],[]
Tiara Tahiti,[1963],[]
Waltz Of The Toreadors,[1963],[]
The Island,[1963],[]
Jules Et Jim,[1963 1963],[]
The Lady With The Little Dog,[1963],[]
Last Year At Marienbad,[1963],[]
The Long Absence (Une Aussi Longue Absence),[1963],[]
Lola,[1963],[]
The Manchurian Candidate,[1963],[]
The Miracle Worker,[1963 1963],[1963]
Phaedra,[1963 1963],[]
Thou Shalt Not Kill (Tu Ne Tueras Point),[1963 1963],[]
Through A Glass Darkly (Såsom I En Spegel),[1963 1963],[]
The Vanishing Corporal (Le Caporal Épinglé),[1963],[]
West Side Story,[1963],[]
Jean-Paul Belmondo,[1963 1967],[]
Franco Citti,[1963],[]
Kirk Douglas,[1963],[]
Anthony Quinn,[1963 1966],[]
Robert Ryan,[1963],[]
George Wilson,[1963],[]
Anne Bancroft,[1963 1965 1969 1973 1976 1979 1988],[1963 1965 1988]
Anouk Aimée,[1963 1968],[1968]
Harriet Andersson,[1963],[]
Jeanne Moreau,[1963 1967 1996],[1967 1996]
Geraldine Page,[1963 1979],[1979]
Natalie Wood,[1963],[]
Tom Courtenay,[1963 1964 1965 1985],[1963]
Mariette Hartley,[1963],[]
Ian Hendry,[1963 1972],[]
Sarah Miles,[1963 1964 1971 1988],[]
Terence Stamp,[1963 1995],[]
Incident At Owl Creek (La Rivière Du Hibou),[1963],[1963]
Lonely Boy,[1963],[]
Pan,[1963],[]
Zoo,[1963],[]
What's The Time?,[1963],[]
Food Or Famine,[1963],[]
Automania 2000,[1964],[1964]
The Critic,[1964],[1964]
Hugh Griffith,[1964],[]
Richard Harris,[1964],[]
Julie Christie,[1964 1966 1967 1972 1974],[1966]
Edith Evans,[1964 1965 1968],[1968]
Barbara Windsor,[1964],[]
The Servant,[1964 1964 1964 1964 1964 1964 1964 1964],[1964 1964 1964]
Billy Liar,[1964 1964 1964 1964 1964 1964],[]
Heaven's Above!,[1964],[]
"Station Six, Sahara",[1964],[]
The Victors,[1964],[]
From Russia With Love,[1964],[1964]
Nine Hours To Rama,[1964],[]
The Running Man,[1964],[]
Sammy Going South,[1964],[]
The Scarlet Blade,[1964],[]
Tamahine,[1964],[]
The VIPs,[1964],[]
Tom Jones,[1964 1964 1964 1964 1964 1964],[1964 1964 1964]
This Sporting Life,[1964 1964 1964 1964 1964],[1964]
David And Lisa,[1964 1964 1964 1964],[]
Days Of Wine And Roses,[1964 1964 1964],[]
"Divorce, Italian Style (Divorzio All'Italiana)",[1964 1964 1964],[1964]
8½,[1964],[]
The Four Days Of Naples (Le Quattro Giornate Di Napoli),[1964],[]
Hud,[1964 1964 1964],[1964]
Knife In The Water (Nóz W Wodzie),[1964],[]
To Kill A Mockingbird,[1964 1964],[]
Marcello Mastroianni,[1964 1965],[1964 1965]
Howard Da Silva,[1964],[]
Patricia Neal,[1964 1966],[1964 1966]
Joan Crawford,[1964],[]
Bette Davis,[1964],[]
Lee Remick,[1964],[]
Daniela Rocca,[1964],[]
James Fox,[1964 1986],[1964]
Wendy Craig,[1964],[]
Keir Dullea,[1964],[]
Janet Margolin,[1964],[]
Happy Anniversary,[1964],[1964]
Sailing,[1964],[]
Snow,[1964],[]
The War Game,[1964 1967 1967],[1967 1967]
Inheritance,[1964],[1964]
War Hunt,[1964],[]
The Insects,[1965],[1965]
Dr Strangelove,[1965 1965 1965 1965 1965 1965],[1965 1965 1965 1965]
Guns At Batasi,[1965 1965],[]
King And Country,[1965 1965 1965 1965],[]
The Pumpkin Eater,[1965 1965 1965 1965 1965 1965 1965],[1965 1965 1965 1965]
Becket,[1965 1965 1965 1965 1965 1965 1965],[1965 1965 1965]
The Chalk Garden,[1965 1965 1965 1965],[]
Goldfinger,[1965],[]
Zulu,[1965],[]
Séance On A Wet Afternoon,[1965 1965 1965],[]
Nothing But The Best,[1965],[]
Seventh Dawn,[1965],[]
The Yellow Rolls Royce,[1965 1965],[]
Of Human Bondage,[1965],[]
Psyche 59,[1965],[]
The Long Ships,[1965],[]
Woman Of Straw,[1965],[]
The Train,[1965],[]
Cary Grant,[1965],[]
Sterling Hayden,[1965],[]
Kim Stanley,[1965],[]
Julie Andrews,[1965 1966 1989],[1965 1989]
Elizabeth Ashley,[1965],[]
The Beatles,[1965],[]
Lynn Redgrave,[1965 1967],[]
Nobody Waved Goodbye,[1965],[1965]
The Human Dutch,[1965],[]
The Life Of Billy Walker,[1965],[]
Portrait Of Queenie,[1965],[]
Kenojuak,[1965],[1965]
Mekong,[1965],[]
Muloorina,[1965],[]
23 Skidoo,[1965 1965],[]
Driving Technique - Passenger Trains,[1965],[1965]
And Gladly Would He Learn,[1965],[]
The Circarc Gear,[1965],[]
Germany - A Regional Geography,[1965],[]
A Distant Trumpet,[1965],[]
Lilies Of The Field,[1965 1965],[]
Be Careful Boys,[1966],[1966]
The Bargain,[1966],[]
"Birds, Bees And Storks",[1966],[]
The Hoffnung Symphony Orchestra,[1966],[]
Harry Andrews,[1966],[]
Michael Caine,[1966 1967 1984 1984 1987],[1984]
Rex Harrison,[1966],[]
Darling,[1966 1966 1966 1966 1966 1966],[1966 1966 1966 1966]
The Bedford Incident,[1966],[]
The Hill,[1966 1966 1966 1966 1966 1966],[1966]
Rotten To The Core,[1966],[]
The Ipcress File,[1966 1966 1966 1966 1966],[1966 1966 1966]
Lord Jim,[1966 1966],[]
Those Magnificent Men In Their Flying Machines,[1966 1966 1966],[1966]
Thunderball,[1966],[]
The Knack,[1966 1966 1966 1966 1966 1966],[]
Repulsion,[1966],[]
Help!,[1966 1966],[]
The Amorous Adventures Of Moll Flanders,[1966],[]
A Shot In The Dark,[1966],[]
Young Cassidy,[1966 1966],[]
My Fair Lady,[1966 1966],[1966]
Hamlet (Gamlet),[1966 1966],[]
Zorba The Greek,[1966 1966 1966 1966],[]
Lee Marvin,[1966],[1966]
Innokenti Smoktunovsky,[1966],[]
Oskar Werner,[1966 1967],[]
Jane Fonda,[1966 1968 1971 1972 1979 1980 1983],[1979 1980]
Lila Kedrova,[1966],[]
Judi Dench,[1966 1986 1987 1988 1989 2001 2001],[1966 1987 1989 2001]
Michael Crawford,[1966],[]
Barbara Ferris,[1966],[]
Tom Nardini,[1966],[]
Tokyo Olympiad,[1966 1966],[1966 1966]
Brute Force And Finesse,[1966],[]
Deckie Learner,[1966],[]
Stravinsky,[1966],[]
Rig Move,[1966],[1966]
One Of Them Is Brett,[1966],[]
60 Cycles,[1966],[]
I Do - And I Understand,[1966],[1966]
"Town Nurse, Country Nurse",[1966],[]
Fail Safe,[1966],[]
King Rat,[1966],[]
The Spy Who Came In From The Cold,[1967 1967 1967 1967 1967],[1967 1967 1967]
Bunny Lake Is Missing,[1967 1967],[]
Cul-De-Sac,[1967],[]
Georgy Girl,[1967 1967 1967 1967],[]
David Warner,[1967],[]
Vanessa Redgrave,[1967 1988],[]
Life At The Top,[1967],[]
The Blue Max,[1967 1967 1967 1967],[1967]
Khartoum,[1967],[]
The Quiller Memorandum,[1967 1967 1967],[]
The Wrong Box,[1967 1967],[1967]
Arabesque,[1967 1967 1967],[1967]
Alfie,[1967 1967 1967 1967 1967 1967],[1967]
Modesty Blaise,[1967],[]
Morgan - A Suitable Case For Treatment,[1967 1967 1967 1967 1967 1967],[1967 1967]
It Happened Here,[1967],[]
Who's Afraid Of Virginia Woolf?,[1967 1967],[1967 1967]
Dr Zhivago,[1967],[]
Rod Steiger,[1967 1968],[1967 1968]
Brigitte Bardot,[1967],[]
Joan Hackett,[1967],[]
Vivien Merchant,[1967 1977],[1967]
Alan Arkin,[1967],[]
Frank Finlay,[1967 1983],[]
Jeremy Kemp,[1967],[]
Goal! The World Cup,[1967],[1967]
Buster Keaton Rides Again,[1967],[]
I'm Going To Ask You To Get Up Out Of Your Seat,[1967],[]
Matador,[1967],[]
A River Must Live,[1967],[]
Sudden Summer,[1967],[]
The Tortoise And The Hare,[1967],[]
Exploring Chemistry,[1967],[1967]
The Radio Sky,[1967],[]
Visual Aids,[1967],[]
The Pawnbroker,[1967 1967],[1967]
"The Russians Are Coming, The Russians Are Coming",[1967 1967],[]
Vietnam - People And War,[1967],[]
Notes On A Triangle,[1968],[1968]
Tidy Why,[1968],[]
Toys,[1968],[]
Barbara Jefford,[1968],[]
A Man For All Seasons,[1968 1968 1968 1968 1968 1968 1968],[1968 1968 1968 1968 1968 1968 1968]
Accident,[1968 1968 1968],[]
Blow-Up,[1968 1968 1968],[]
You Only Live Twice,[1968],[]
The Whisperers,[1968 1968],[1968 1968]
Mademoiselle,[1968 1968],[1968]
The Sailor From Gibraltar,[1968 1968],[]
Ulysses,[1968 1968 1968],[]
The Deadly Affair,[1968 1968 1968 1968 1968],[]
Far From The Madding Crowd,[1968 1968],[]
Casino Royale,[1968],[]
Half A Sixpence,[1968],[]
Two For The Road,[1968],[]
Bonnie And Clyde,[1968 1968 1968],[]
In The Heat Of The Night,[1968 1968 1968 1968],[1968 1968]
A Man And A Woman (Un Homme Et Une Femme),[1968],[]
Warren Beatty,[1968 1983],[]
Orson Welles,[1968],[]
Bibi Andersson,[1968],[]
Faye Dunaway,[1968 1975 1978],[1968]
Peter Kastner,[1968],[]
Milo O'Shea,[1968],[]
Michael J Pollard,[1968],[]
To Die In Madrid,[1968],[1968]
Famine,[1968],[]
The Things I Cannot Change,[1968],[]
Indus Waters,[1968],[1968]
Mafia No!,[1968],[]
Opus,[1968],[]
Rail,[1968],[]
Energy And Matter,[1968],[1968]
How The Motor Car Works,[1968],[]
Paint,[1968],[]
Revolutions For All,[1968],[]
The Gospel According To St Matthew,[1968],[]
Ron Moody,[1969],[]
Nicol Williamson,[1969 1970],[]
Catherine Deneuve,[1969],[]
Dance For Two (Pas De Deux),[1969],[1969]
The Hand,[1969],[]
The House That Jack Built,[1969],[]
The Question,[1969],[]
The Lion In Winter,[1969 1969 1969 1969 1969 1969 1969],[1969]
The Charge Of The Light Brigade,[1969 1969 1969 1969 1969 1969 1969],[]
Live For Life (Vivre Pour Vivre),[1969],[]
2001: A Space Odyssey,[1969 1969 1969 1969 1969],[1969 1969 1969]
Oliver!,[1969 1969 1969 1969 1969 1969 1969 1969],[]
Elvira Madigan,[1969 1969],[]
The Graduate,[1969 1969 1969 1969 1969 1969 1969],[1969 1969 1969 1969 1969]
If...,[1969 1969],[]
Closely Observed Trains,[1969 1969],[]
Dustin Hoffman,[1969 1970 1972 1976 1977 1981 1984 1990],[1969 1970 1984]
Pia Degermark,[1969],[]
Katharine Ross,[1969 1971],[1971]
Jack Wild,[1969],[]
In Need Of Special Care,[1969 1969],[1969]
Inside North Vietnam,[1969],[]
Music!,[1969],[]
A Plague On Your Children,[1969],[]
Guess Who's Coming To Dinner?,[1969 1969 1969],[1969 1969]
The Threat In The Water,[1969],[1969]
Carbon,[1969],[]
Genetics And Plant Breeding,[1969],[]
The Kurer Anchor System,[1969],[]
Ian Holm,[1969 1982 1985 1996],[1969 1982]
Anthony Hopkins,[1969 1979 1992 1994 1994 2020],[1992 1994]
John McEnery,[1969],[]
George Segal,[1969],[]
Pat Heywood,[1969],[]
Walter Matthau,[1970 1974 1977],[1974]
Mia Farrow,[1970 1986 1987],[]
Glenda Jackson,[1970 1972 1974],[1972]
Barbra Streisand,[1970 1975],[]
Z,[1970 1970 1970 1970 1970],[1970]
Secret Ceremony,[1970],[]
The Thomas Crown Affair,[1970],[]
Women In Love,[1970 1970 1970 1970 1970 1970 1970 1970 1970],[]
Oh! What A Lovely War,[1970 1970 1970 1970 1970 1970 1970 1970 1970 1970],[1970 1970 1970 1970 1970 1970]
Hello Dolly!,[1970],[]
Bullitt,[1970 1970 1970 1970 1970],[]
Funny Girl/Hello Dolly!,[1970 1970],[]
Women In Love/The  Magus,[1970],[]
Funny Girl,[1970],[]
Isadora,[1970],[]
Midnight Cowboy,[1970 1970 1970 1970 1970 1970],[1970 1970 1970 1970 1970]
Jon Voight,[1970],[1970]
Kim Darby,[1970],[]
Jennie Linden,[1970],[]
Ali McGraw,[1970],[]
Prologue,[1970 2016],[1970]
"Goodbye, Columbus",[1970 1970 1970],[]
Picture To Post,[1970],[1970]
Barbican,[1970],[]
Birthday,[1970],[]
Test Of Violence,[1970],[]
Battle Of Britain,[1970],[]
Isadora/Women In Love,[1970],[]
Let There Be Light,[1970],[1970]
The Behaviour Game,[1970],[]
Isotopes In Action,[1970],[]
Mullardability,[1970],[]
Jack Klugman,[1970],[]
Jack Nicholson,[1970 1975 1977 1983 1990],[1975 1977 1983]
Robert Vaughn,[1970],[]
Pamela Franklin,[1970],[]
Mary Wimbush,[1970],[]
Ådalen '31,[1970],[]
Robert Redford,[1971],[1971]
Elliott Gould,[1971],[]
George C Scott,[1971 1973],[]
Goldie Hawn,[1971],[]
Henry Nine 'Til Five,[1971],[1971]
Children And Cars,[1971],[]
Espolio,[1971],[]
It's Tough To Be A Bird,[1971],[]
Butch Cassidy And The Sundance Kid,[1971 1971 1971 1971 1971 1971 1971 1971],[1971 1971 1971 1971 1971 1971 1971]
Alice's Restaurant,[1971],[]
Figures In A Landscape,[1971],[]
The Railway Children,[1971 1971 1971],[]
Waterloo,[1971 1971 1971],[1971 1971]
Anne Of The Thousand Days,[1971 1971],[]
Ryan's Daughter,[1971 1971 1971 1971 1971 1971 1971 1971 1971 1971],[]
Scrooge,[1971],[]
Catch 22,[1971 1971],[]
Cromwell,[1971],[]
Kes,[1971 1971 1971 1971 1971 1971],[1971 1971]
M*A*S*H,[1971 1971 1971 1971 1971],[1971]
Alfred Hitchcock,[1971],[1971]
"They Shoot Horses, Don't They?",[1971 1971 1971 1971 1971 1971],[1971]
David Bradley,[1971],[1971]
Liza Minnelli,[1971 1973],[1973]
Michael Sarrazin,[1971],[]
Sally Thomsett,[1971],[]
Sad Song Of Yellow Skin,[1971],[1971]
Bob And Carol And Ted And Alice,[1971],[]
The Shadow Of Progress,[1971],[1971]
Blake,[1971],[]
The Gallery,[1971],[]
The Winds Of Fogo,[1971],[]
Patton: Lust For Glory,[1971 1971],[]
The Rise And Fall Of The Great Lakes,[1971],[1971]
Continental Drift,[1971],[]
Policeman,[1971],[]
A Study In Change,[1971],[]
Colin Welland,[1971 1982],[1971]
Bernard Cribbins,[1971],[]
Gig Young,[1971],[]
Susannah York,[1971],[1971]
Yvonne Crowley,[1971],[]
Estelle Parsons,[1971],[]
Maureen Stapleton,[1971 1983],[1983]
The Confession (L'Aveu),[1971],[]
Lynn Carlin,[1972],[]
Nanette Newman,[1972],[]
Summer Of '42,[1972 1972],[1972]
Little Big Man,[1972 1972 1972],[]
Shaft,[1972],[]
Traffic,[1972 2001 2001 2001 2001],[2001 2001]
Death In Venice,[1972 1972 1972 1972 1972 1972],[1972 1972 1972 1972]
The Go-Between,[1972 1972 1972 1972 1972 1972 1972 1972 1972 1972 1972 1972],[1972 1972 1972 1972]
Nicholas And Alexandra,[1972 1972 1972],[]
The Tales Of Beatrix Potter,[1972 1972],[]
Fiddler On The Roof,[1972 1972 1972],[]
"Sunday, Bloody Sunday",[1972 1972 1972 1972 1972 1972 1972 1972],[1972 1972 1972 1972 1972]
Death In Venice (Morte A Venezia),[1972],[]
Taking Off,[1972 1972 1972 1972 1972 1972],[]
Freddie Young,[1968 1971 1972 1996],[1972 1996]
Performance,[1972],[]
Dominic Guard,[1972],[1972]
Gary Grimes,[1972],[]
Carrie Snodgress,[1972],[]
Janet Suzman,[1972],[]
The Hellstrom Chronicle,[1972],[1972]
Death Of A Legend,[1972],[]
Gumshoe,[1972 1972],[]
Alaska: The Great Land,[1972],[1972]
Big Horn,[1972],[]
The Long Memory,[1972],[]
The Savage Voyage,[1972],[1972]
Don't Go Down The...,[1972],[]
A Future For The Past,[1972],[]
Edward Fox,[1972 1978 1983],[1972 1978]
Michael Gough,[1972],[]
John Hurt,[1972 1979 1980 1981 1991],[1979 1981]
Jane Asher,[1972],[]
Georgia Brown,[1972],[]
Georgia Engel,[1972],[]
The Battle Of Algiers,[1972],[1972]
The Ballad Of Joe Hill,[1972],[]
The Landlord,[1972],[]
Gene Hackman,[1973 1975 1976 1979 1993],[1973 1993]
Robert Shaw,[1973],[]
Stéphane Audran,[1973 1974 1989],[1974]
The Godfather,[1973 1973 1973 1973],[1973]
Lady Caroline Lamb,[1973 1973 1973],[]
Macbeth,[1973],[]
Young Winston,[1973 1973 1973 1973 1973],[]
Cabaret,[1973 1973 1973 1973 1973 1973 1973 1973 1973 1973],[1973 1973 1973 1973 1973 1973]
A Clockwork Orange,[1973 1973 1973 1973 1973 1973 1973],[]
Cabaret/Alice's Adventures In Wonderland,[1973],[1973]
The Garden Of The Finzi-Continis (Il Giardino Dei Finzi-Contini),[1973 1973],[1973]
Mccabe And Mrs Miller/Images/Deliverance,[1973],[]
Young Winston/Macbeth/Alice's Adventures In Wonderland,[1973],[1973]
The French Connection,[1973 1973 1973 1973],[1973]
The Last Picture Show,[1973 1973 1973 1973 1973 1973],[1973 1973 1973]
Deliverance,[1973 1973],[]
Memorial,[1973],[1973]
History Of The Motor Car,[1973],[]
The Tide Of Traffic,[1973],[]
Joel Grey,[1973],[1973]
Bud Cort,[1973],[]
Al Pacino,[1973 1975 1976 1991 2020],[1976]
Simon Ward,[1973],[]
The Hospital,[1973],[1973]
Cutting Oils And Fluids,[1973],[1973]
We Call It Petrol,[1973],[]
What Did You Learn At School Today?,[1973],[]
What Is Life?,[1973],[]
Ben Johnson,[1973],[1973]
Max Adrian,[1973],[]
Robert Duvall,[1973 1978 1980],[1980]
Cloris Leachman,[1973],[1973]
Marisa Berenson,[1973],[]
Eileen Brennan,[1973],[]
Shelley Winters,[1973 1978],[]
A Day In The Death Of Joe Egg,[1973],[]
Family Life,[1973],[]
One Day In The Life Of Ivan Denisovich,[1973],[]
Donald Sutherland,[1974],[]
Diana Ross,[1974],[]
Tchou Tchou,[1974],[1974]
Balablok,[1974],[]
O Lucky Man!,[1974 1974],[1974 1974]
Pat Garrett And Billy The Kid,[1974 1974],[]
Sounder,[1974 1974],[]
State Of Siege (État De Siège),[1974 1974],[1974]
The Hireling,[1974 1974 1974],[1974 1974 1974]
England Made Me,[1974],[]
Fellini's Roma (Roma),[1974],[]
Sleuth,[1974 1974 1974 1974],[]
Don't Look Now,[1974 1974 1974 1974 1974 1974],[1974]
Cries And Whispers (Viskningar Och Rop),[1974 1974],[]
Jesus Christ Superstar/Travels With My Aunt,[1974],[]
"Brother Sun, Sister Moon",[1974],[]
A Doll's House,[1974 1974],[]
Jesus Christ Superstar,[1974 1974 1974],[1974]
Day For Night (La Nuit Américaine),[1974 1974 1974],[1974 1974 1974]
The Day Of The Jackal,[1974 1974 1974 1974 1974 1974 1974],[1974]
The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie),[1974 1974 1974 1974],[1974]
David Lean,[1967 1971 1974 1986],[1974]
Charley Varrick,[1974],[]
The National Health,[1974],[]
Caring For History,[1974],[1974]
Artistry In Tureens,[1974],[]
The Scene From Melbury House,[1974],[]
Without Due Care,[1974],[]
Peter Egan,[1974],[1974]
Jim Dale,[1974],[]
David Essex,[1974],[]
Kris Kristofferson,[1974],[]
Grierson,[1974],[1974]
A Touch Of Class,[1974 1974],[]
A Man's World,[1974],[1974]
The Pastfinders,[1974],[]
"Who Sold You This, Then?",[1974],[]
WSP,[1974],[]
Arthur Lowe,[1974],[1974]
Ian Bannen,[1974 1988],[]
Denholm Elliott,[1974 1980 1982 1984 1985 1986 1987],[1984 1985 1986]
Michael Lonsdale,[1974],[]
Valentine Cortese,[1974],[1974]
Rosemary Leach,[1974 1987],[]
Delphine Seyrig,[1974],[]
Ingrid Thulin,[1974],[]
Savages,[1974],[]
Cicely Tyson,[1975],[]
Hunger (La Faim),[1975],[1975]
Cat's Cradle,[1975],[]
Murder On The Orient Express,[1975 1975 1975 1975 1975 1975 1975 1975],[1975 1975 1975]
The Good Year (La Bonne Année),[1975],[]
Chinatown,[1975 1975 1975 1975 1975 1975 1975 1975 1975],[1975]
Serpico,[1975 1975],[]
The Three Musketeers,[1975 1975 1975 1975 1975],[]
The Great Gatsby,[1975 1975 1975],[1975 1975 1975]
Murder On The Orient Express/Zardoz,[1975],[]
The Conversation,[1975 1975 1975 1975 1975],[1975 1975]
Lacombe Lucien,[1975 1975 1975 1975],[1975 1975]
Murder On The Orient Express/Serpico,[1975],[]
Jacques Cousteau,[1975],[1975]
The Last Detail,[1975 1975],[]
Location North Sea,[1975],[1975]
Acting In Turn,[1975],[]
Facets Of Glass,[1975],[]
The Quiet Land,[1975],[]
Georgina Hale,[1975],[1975]
Sissy Spacek,[1975 1982 1983],[]
Cleavon Little,[1975],[]
Cree Hunters Of Mistassini,[1975],[1975]
Compañero: Victor Jara Of Chile,[1975],[]
Leprosy,[1975],[]
Chinatown/The Last Detail,[1975],[1975]
Blazing Saddles,[1975 1975],[]
Earthquake,[1975],[]
The Exorcist,[1975],[]
Monet In London,[1975],[1975]
Adventure In Colour,[1975],[]
Child Part II,[1975],[]
Nobody's Fault,[1975],[]
John Huston,[1975 1980],[1980]
Randy Quaid,[1975],[]
Adam Faith,[1975],[]
Cindy Williams,[1975],[]
Sylvia Sidney,[1975],[]
The Autobiography Of Miss Jane Pittman,[1975 1975],[]
Richard Dreyfuss,[1976 1979],[1979]
Ellen Burstyn,[1976],[1976]
Valerie Perrine,[1976 1976],[1976]
Liv Ullman,[1976 1977],[]
Great,[1976],[1976]
The Owl Who Married A Goose,[1976],[]
Jaws/The Towering Inferno,[1976],[1976]
The Godfather Part II,[1976 1976 1976],[]
The Taking Of Pelham 123,[1976 1976],[]
The Wind And The Lion,[1976],[]
Rollerball,[1976 1976 1976 1976],[1976]
Barry Lyndon,[1976 1976 1976 1976 1976],[1976 1976]
The Day Of The Locust,[1976 1976 1976],[1976]
The Towering Inferno,[1976 1976 1976],[1976]
The Man Who Would Be King,[1976 1976],[]
The Four Musketeers,[1976],[]
Alice Doesn't Live Here Anymore,[1976 1976 1976 1976 1976 1976 1976],[1976 1976 1976 1976]
Dog Day Afternoon,[1976 1976 1976 1976 1976],[1976]
Jaws,[1976 1976 1976 1976 1976 1976],[]
Charles Chaplin,[1976],[1976]
Sea Area Forties,[1976],[1976]
Leaving Lily,[1976],[]
The Living Woodland,[1976],[]
Waiting On Weather,[1976],[]
Robert De Niro,[1976 1977 1980 1982 1984 1991],[]
Alfred Lutter,[1976],[]
Lily Tomlin,[1976 1978],[]
The Early Americans,[1976],[1976]
Seven Green Bottles,[1976],[]
Nashville,[1976 1976 1976 1976 1976],[1976]
The Curiosity That Kills The Cat,[1976],[1976]
How An Aeroplane Flies Part I,[1976],[]
The Oil In Your Engine,[1976],[]
Fred Astaire,[1976],[1976]
Martin Balsam,[1976 1977],[]
Burgess Meredith,[1976],[]
Jack Warden,[1976],[]
Diane Ladd,[1976],[1976]
Ronee Blakley,[1976],[]
Gwen Welles,[1976],[]
Conrack,[1976],[1976]
Louise Fletcher,[1977],[1977]
Lauren Bacall,[1977],[]
Rita Moreno,[1977],[]
Taxi Driver,[1977 1977 1977 1977 1977],[1977]
Bugsy Malone,[1977 1977 1977 1977 1977 1977 1977],[1977 1977 1977]
One Flew Over The Cuckoo's Nest,[1977 1977 1977 1977 1977 1977 1977 1977 1977 1977],[1977 1977 1977 1977 1977 1977]
The Slipper And The Rose,[1977 1977 1977 1977 1977],[]
Picnic At Hanging Rock,[1977 1977 1977],[1977]
Aces High,[1977],[]
All The President's Men,[1977 1977 1977 1977 1977 1977 1977 1977 1977],[]
The Marquise Of O (Die Marquise Von O),[1977],[1977]
Denis Forman,[1977],[1977]
Marathon Man,[1977],[]
Jodie Foster,[1977 1977 1990 1992],[1977 1977 1992]
King Kong,[1977],[]
The Canadians (Los Canadienses),[1977],[1977]
White Rock,[1977],[]
The Sunshine Boys,[1977],[]
The End Of The Road,[1977],[1977]
Energy In Perspective,[1977],[]
The Speed Sailors,[1977],[]
Hydraulics,[1977],[1977]
For The Want Of A Nail,[1977],[]
Let's Sleep On It,[1977],[]
Proteins,[1977],[]
Slender Chance,[1977],[]
Brad Dourif,[1977],[1977]
Michael Hordern,[1977],[]
Jason Robards,[1977 1979],[]
Annette Crosbie,[1977],[]
Woody Allen,"[1978 1978 1980 1980 1980 1984 1985 1986 1987 1987 1987 1988 1991 1991
 1993]",[1978 1980 1985 1986 1987 1987 1993]
Sylvester Stallone,[1978 1978],[]
Diane Keaton,[1978 1980 1983],[1978]
Shelley Duvall,[1978],[]
A Bridge Too Far,[1978 1978 1978 1978 1978 1978 1978 1978],[1978 1978 1978 1978]
Equus,[1978 1978 1978 1978 1978],[1978]
The Spy Who Loved Me,[1978 1978],[]
A Star Is Born,[1956 1978 1978 2019 2019 2019 2019 2019 2019 2019],[2019]
The Deep,[1978],[]
Fellini's Casanova (Il Casanova Di Federico Fellini),[1978 1978 1978],[1978 1978]
Valentino,[1978 1978 1978],[]
Joseph Andrews,[1978],[]
"New York, New York",[1978 1978],[]
Annie Hall,[1978 1978 1978 1978 1978 1978],[1978 1978 1978 1978 1978]
Network,[1978 1978 1978 1978 1978 1978 1978 1978 1978],[1978]
Rocky,[1978 1978 1978 1978 1978],[]
The Living City,[1978],[1978]
Pipeline Alaska,[1978],[]
Reflections - Ireland,[1978],[]
The Shetland Experience,[1978],[]
Fred Zinnemann,[1960 1960 1968 1968 1974 1978 1979],[1968 1968 1978]
The Bead Game,[1978],[1978]
The Chinese Word For Horse,[1978],[]
The Sand Castle,[1978],[]
Isabelle Huppert,[1978],[1978]
Olimpia Carlisi,[1978],[]
Jeannette Clift,[1978],[]
Saverio Marconi,[1978],[]
Path Of The Paddle,[1978],[1978]
Hazchem,[1978],[]
How The Motor Works: Part II - The Carburettor,[1978],[]
Colin Blakely,[1978],[]
Zero Mostel,[1978],[]
Jenny Agutter,[1978],[1978]
Geraldine Chaplin,[1978],[]
Brad Davis,[1979 1979],[]
Peter Ustinov,[1979],[]
Jill Clayburgh,[1979],[]
Marsha Mason,[1979],[]
Star Wars,[1979 1979 1979 1979 1979 1979],[1979 1979]
Close Encounters Of The Third Kind,[1979 1979 1979 1979 1979 1979 1979 1979 1979],[1979]
Julia,[1979 1979 1979 1979 1979 1979 1979 1979 1979 1979],[1979 1979 1979 1979]
Saturday Night Fever,[1979 1979],[]
The Duellists,[1979 1979],[]
Superman,[1979 1979 1979 1979 1979],[1979]
Death On The Nile,[1979 1979 1979 1979],[1979]
Midnight Express,[1979 1979 1979 1979 1979 1979],[1979 1979 1979]
A Wedding,[1979 1979],[]
Christopher Reeve,[1979],[1979]
Marybeth Hurt,[1979],[]
Melanie Mayron,[1979],[]
"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zorin Perisic, Wally Veevers",[1979],[1979]
The Silent Witness,[1979],[1979]
The Goodbye Girl,[1979 1979 1979],[1979]
Hokusai: An Animated Sketchbook,[1979],[1979]
I'll Find A Way,[1979],[]
Planet Water,[1979],[]
Sunday Muddy Sunday,[1979],[]
Twenty Times More Likely,[1979],[1979]
How A Man Schall Be Armyd,[1979],[]
Play Safe,[1979],[]
Leonard Lewis,[1972 1979],[]
François Truffaut,[1961 1974 1979],[1974]
Angela Lansbury,[1979 1991],[1991]
Mona Washbourne,[1979],[]
Martin Sheen,[1980],[]
Meryl Streep,[1980 1980 1981 1982 1984 1985 1987 2017],[1982]
Days Of Heaven,[1980],[1980]
Alien,[1980 1980 1980 1980 1980 1980 1980],[1980 1980]
Apocalypse Now,[1980 1980 1980 1980 1980 1980 1980 1980 1980],[1980 1980]
Yanks,[1980 1980 1980 1980 1980 1980 1980],[1980 1980]
